id,content,nick,score,startTime
1124649907,特效很赞，剧情一般，值得一看，支持幂姐的作品,平yzp,10,1614241440000
1124651401,炫酷，但情节太差了。,XqX12058009,4,1614241260000
1124653002,好看。惊险刺激，剧情引人入胜。特技超完美。可以评高分。,obY975361802,10,1614241200000
1124649798,很是搞笑的一部电影,丽丽婷子,9,1614241200000
1124647986,剧情双线连环展开，循序渐进，非常吸引人，雷佳音演技挺炸，杨幂感觉还是一个花瓶，特效也很棒，比唐探3好的多，,Angel回声,9,1614241200000
1124652066,为什么把彩蛋掐掉不给看了呢：／,Kwf166375849,1,1614241140000
1124650225,一部圈钱电影,COCO可,1,1614241140000
1124651320,题材不错哒。。,hGU147900210,10,1614241080000
1124650192,一个爸爸为了女儿真的什么事都做得出来！,缘修修缘皆尘埃,10,1614241020000
1124633021,还不错，总体来说还可以,sJv757009600,8,1614240960000
1124632120,前面无聊中间想睡觉后面被笑醒,Toy,5,1614240960000
1124649690,一般得很，真的不太喜欢,小李叉会腰,2,1614240960000
1124647892,这部片属实不错，值得一看～,w.x,10,1614240900000
1124649658,还不错 挺好看的,Wintan猫,10,1614240900000
1124628219,特效很震撼，故事流畅，演员表现也不错,爱璦,9,1614240780000
1124613682,挺搞笑的，w,欢欧巴啦,10,1614240780000
1124632108,好看，大家有空去看看哦,pii374590673,9,1614240780000
1124650082,"非常感人
特效不错",UDq654743548,10,1614240660000
1124628212,好看😊刺激，烧脑,Cnt691424408,10,1614240660000
1124613677,好看好看好看，就是剧情后面有点水的感觉，整体来说不错,QDr472793635,9,1614240660000
1124646901,预告片中效果好,钱66586617,9,1614240660000
1124646891,特效能看看吧，有些地方也不是很连贯。侍神令的特效比它棒多了！也就雷佳音演出了一位父亲坚持不懈地寻找被拐女儿的艰辛，让人感动。杨幂除了替身也就露了几次脸吧，也不走心，打得都快残了，配音还是气定神闲的。剧情走向越来越无厘头！结尾主角自己开大挂，拿着加特林打怪！他怎么不召唤原子弹呢，感觉今年春节档哪部片子都比它好看！,huy288461913,5,1614240660000
1124649564,离谱 真心离谱 加特林打妖怪,和路雪🍬,1,1614240600000
1124649523,惊险，惊险刺激,ZtX818709755,8,1614240540000
1124646848,还不错，场景拍的也挺好的,mdc马丹策,9,1614240420000
1124649483,电影结尾情节使人震撼……非常的好看，强力推荐！,VYy989638617,10,1614240420000
1124632081,剧情稍显复杂，但情怀能深刻感受到,仰止,8,1614240360000
1124645938,特效不错，雷佳音是真的笑到我了,南昱,9,1614240180000
1124645932,可以国产电影正在崛起赞,晗光流逝luhan,9,1614240180000
1124632063,特效不错，惊险悬疑。,sCL261965706,7,1614240120000
1124647692,真的很好看！,“现”女孩,10,1614240120000
1124646743,可以打8.6分，还是蛮不错的，可以一看,沸喜很安静,8,1614240120000
1124646729,嗯ヽ(○^㉨^)ﾉ♪,呀呀呀金小芸,10,1614240060000
1124645897,一点也不好看,我的网名叫涵涵,10,1614240060000
1124647623,剧情太散杨幂角色多余,成海我,5,1614240000000
1124649277,还不错，感觉,雾霜柒,10,1614239940000
1124649253,小朋友喜欢看哦,zjh20130612,10,1614239880000
1124646650,前半部分可以，后半部分太平平,vin.Liwen,7,1614239880000
1124648838,还不错，情节紧凑！！！,Martian,9,1614239760000
1124646615,剧情特别好，特效也真的牛逼，真的感觉春节档期的电影这部最好看！！,Vann🐰,10,1614239700000
1124646610,结局很绝，全场无尿点,joV329994903,8,1614239700000
1124647544,个人觉得挺好看的，演技也在线,rCX957232151,10,1614239700000
1124646598,一般吧，剧情够紧凑。,冯斯er托罗夫斯基,7,1614239640000
1124649174, 好看，很不错,Ghr481704019,9,1614239640000
1124646583,本来想去看的，结果发现有杨幂还是算了吧,日白日黑日彩色,5,1614239580000
1124613613,看不懂是真的,千山与之,1,1614239580000
1124628133,感觉还不错。,温州小姑凉,8,1614239580000
1124647518,3D剧情丰富，非常好看，画风也很好,June 21,10,1614239580000
1124646510,烂片！全程看了想睡觉,A三醉居客服2（八年老店）,2,1614239340000
1124648533,这帮导演对毛对当下体制，真是刻骨仇恨，金刚川里是蛋炒饭，这部里面又是赤发鬼，以为文人们靠笔杆子就能实现诛杀，感谢毛爷爷的普及大众教育，普通人也有话语权，文人们想过去一样靠掌握话语权颐气横指，就像电影一样只剩意淫和可笑了,boS427824477,1,1614239100000
1124647357,很好看不错，,Hyi351697259,10,1614239040000
1124623137,好看，比唐探3好看，个人想法,sunshine煜,9,1614238980000
1124647327,还可以，特效比较好,大熊看看,9,1614238920000
1124647319,重庆拍的、取景,Angela南滨美女,9,1614238920000
1124648451,人间大炮，代表月亮消灭你,zNV680975274,10,1614238800000
1124608941,不错不错  舒服,为梦而行。。。,10,1614238800000
1124647285,特效和剧情都很不错,CbS742916666,9,1614238800000
